"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2013"	"2013"	"Dermatitis, unspecified"	"L30.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spondylolisthesis"	"M43.1"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cervical disc disorder with myelopathy"	"M50.0"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Radiculopathy"	"M54.1"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cervicalgia"	"M54.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified soft tissue disorders"	"M79.8"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other osteonecrosis"	"M87.8"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pyonephrosis"	"N13.6"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other cystitis"	"N30.8"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute prostatitis"	"N41.0"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Abscess of prostate"	"N41.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cystocele"	"N81.1"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Stricture and stenosis of cervix uteri"	"N88.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other complications of obstetric surgery and procedures"	"O75.4"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Complication of labour and delivery, unspecified"	"O75.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Newborn affected by polyhydramnios"	"P01.3"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital pneumonia due to other bacterial agents"	"P23.6"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neonatal aspiration syndrome, unspecified"	"P24.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital rubella syndrome"	"P35.0"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital viral diseases"	"P35.8"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Neonatal cerebral leukomalacia"	"P91.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital mitral stenosis"	"Q23.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital mitral insufficiency"	"Q23.3"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of great vein, unspecified"	"Q26.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Atresia of oesophagus without fistula"	"Q39.0"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital tracheo-oesophageal fistula without atresia"	"Q39.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital absence, atresia and stenosis of small intestine, part unspecified"	"Q41.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Craniosynostosis"	"Q75.0"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of spine, not associated with scoliosis"	"Q76.4"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Short rib syndrome"	"Q77.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Osteopetrosis"	"Q78.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other deletions from the autosomes"	"Q93.8"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Generalized oedema"	"R60.1"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Abnormal results of cardiovascular function studies"	"R94.3"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pedal cyclist injured in noncollision transport accident, driver injured in nontraffic accident"	"V18.0"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"	"V42.5"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in noncollision transport accident, person on outside of vehicle injured in traffic accident"	"V48.7"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V67.6"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rider or occupant injured in other and unspecified transport accidents"	"V80.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of railway train or railway vehicle injured in derailment without antecedent collision"	"V81.7"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of railway train or railway vehicle injured in unspecified railway accident"	"V81.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified occupant of special industrial vehicle injured in nontraffic accident"	"V83.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Person injured in collision between car and bus (traffic)"	"V87.3"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Water-transport-related drowning and submersion without accident to watercraft, fishing boat"	"V92.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified water transport accidents, other powered watercraft, hovercraft (on open water), or jet skis"	"V94.3"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other aircraft accidents injuring occupant"	"V95.8"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hang-glider accident injuring occupant"	"V96.1"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Explosion and rupture of gas cylinder"	"W36"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Discharge of firework"	"W39"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intentional self-harm by explosive material"	"X75"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Systemic antibiotic, unspecified"	"Y40.9"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other antidysrhythmic drugs, not elsewhere classified"	"Y52.2"	6	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other tuberculosis of nervous system"	"A17.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Late syphilis, unspecified"	"A52.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lyme disease"	"A69.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lymphocytic choriomeningitis"	"A87.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Herpesviral meningitis"	"B00.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute pulmonary coccidioidomycosis"	"B38.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Coccidioidomycosis meningitis"	"B38.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disseminated blastomycosis"	"B40.7"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disseminated aspergillosis"	"B44.7"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pulmonary mucormycosis"	"B46.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified malaria"	"B54"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cysticercosis of central nervous system"	"B69.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pylorus - Malignant neoplasms"	"C16.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bladder neck - Malignant neoplasms"	"C67.5"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other and unspecified cranial nerves - Malignant neoplasms"	"C72.5"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mixed small and large cell (diffuse) - Malignant neoplasms"	"C83.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified types of non-Hodgkin's lymphoma - Malignant neoplasms"	"C85.7"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute megakaryoblastic leukaemia - Malignant neoplasms"	"C94.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue - Malignant neoplasms"	"C96.7"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Stomach - Benign neoplasms"	"D13.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Duodenum - Benign neoplasms"	"D13.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spinal meninges - Benign neoplasms"	"D32.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Parathyroid gland - Benign neoplasms"	"D35.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified sites - Benign neoplasms"	"D36.7"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Thymus - Uncertain neoplasms"	"D38.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Female genital organ, unspecified - Uncertain neoplasms"	"D39.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Testis - Uncertain neoplasms"	"D40.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Allergic purpura"	"D69.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Selective deficiency of immunoglobulin G [IgG] subclasses"	"D80.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Thyrotoxicosis with toxic multinodular goitre"	"E05.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Thyroiditis, unspecified"	"E06.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Abnormal secretion of gastrin"	"E16.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital adrenogenital disorders associated with enzyme deficiency"	"E25.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified disorders of adrenal gland"	"E27.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Autoimmune polyglandular failure"	"E31.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sequelae of protein-energy malnutrition"	"E64.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorders of amino-acid transport"	"E72.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other gangliosidosis"	"E75.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mucopolysaccharidosis, type I"	"E76.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Defects in post-translational modification of lysosomal enzymes"	"E77.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hereditary erythropoietic porphyria"	"E80.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Heredofamilial amyloidosis, unspecified"	"E85.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute and transient psychotic disorder, unspecified"	"F23.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified mood [affective] disorder"	"F39"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Abuse of non-dependence-producing substances"	"F55"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mild mental retardation"	"F70"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Migraine, unspecified"	"G43.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorders of initiating and maintaining sleep [insomnias]"	"G47.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dyskinetic cerebral palsy"	"G80.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rheumatic aortic stenosis with insufficiency"	"I06.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Secondary hypertension, unspecified"	"I15.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Embolism and thrombosis of arteries of upper extremities"	"I74.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Varicose veins of other specified sites"	"I86.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lymphangitis"	"I89.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute sinusitis, unspecified"	"J01.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic maxillary sinusitis"	"J32.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic pansinusitis"	"J32.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other abscess of pharynx"	"J39.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Panlobular emphysema"	"J43.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pneumonitis due to oils and essences"	"J69.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic and other pulmonary manifestations due to radiation"	"J70.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Abscess of mediastinum"	"J85.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Dyspepsia"	"K30"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Anal fistula"	"K60.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Anal abscess"	"K61.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Radiation proctitis"	"K62.7"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Toxic liver disease with hepatitis, not elsewhere classified"	"K71.6"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other intestinal malabsorption"	"K90.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cutaneous abscess, furuncle and carbuncle of face"	"L02.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Exfoliative dermatitis"	"L26"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Generalized pustular psoriasis"	"L40.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pain in joint"	"M25.5"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mucocutaneous lymph node syndrome [Kawasaki]"	"M30.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified necrotizing vasculopathies"	"M31.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cervical disc disorder, unspecified"	"M50.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other myositis"	"M60.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Myositis ossificans progressiva"	"M61.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other osteoporosis with pathological fracture"	"M80.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acquired deformity of chest and rib"	"M95.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified nephritic syndrome, focal and segmental glomerular lesions"	"N05.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hydronephrosis with ureteropelvic junction obstruction"	"N13.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Calculus of kidney with calculus of ureter"	"N20.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Calculus in urethra"	"N21.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vascular disorders of male genital organs"	"N50.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified noninflammatory disorders of uterus"	"N85.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Tubal pregnancy"	"O00.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"HELLP syndrome"	"O14.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Newborn affected by other and unspecified conditions of umbilical cord"	"P02.6"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other pulmonary haemorrhages originating in the perinatal period"	"P26.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sepsis of newborn due to other and unspecified streptococci"	"P36.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intra-amniotic infection of fetus, not elsewhere classified"	"P39.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other intracranial (nontraumatic) haemorrhages of newborn"	"P52.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Haemolytic disease of newborn, unspecified"	"P55.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malformations of aqueduct of Sylvius"	"Q03.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of tricuspid valve"	"Q22.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other congenital malformations of great veins"	"Q26.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified congenital malformations of peripheral vascular system"	"Q27.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation of oesophagus, unspecified"	"Q39.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital single renal cyst"	"Q61.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Arthrogryposis multiplex congenita"	"Q74.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chondrodysplasia punctata"	"Q77.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Achondroplasia"	"Q77.4"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital malformation syndromes involving early overgrowth"	"Q87.3"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Ascites"	"R18"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Febrile convulsions"	"R56.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other symptoms and signs concerning food and fluid intake"	"R63.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified abnormal findings of blood chemistry"	"R79.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified whether traffic or nontraffic accident"	"V06.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Motorcycle rider [any] injured in other specified transport accidents"	"V29.8"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"	"V43.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Car occupant injured in noncollision transport accident, passenger injured in nontraffic accident"	"V48.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, passenger injured in traffic accident"	"V55.6"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in nontraffic accident"	"V57.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Driver injured in collision with other and unspecified motor vehicles in nontraffic accident"	"V59.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of heavy transport vehicle injured in noncollision transport accident, passenger injured in traffic accident"	"V68.6"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified occupant of special construction vehicle injured in nontraffic accident"	"V85.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Accident to watercraft causing drowning and submersion, fishing boat"	"V90.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Glider (nonpowered) accident injuring occupant"	"V96.2"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Occupant of aircraft injured in other specified air transport accidents"	"V97.0"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Accidental poisoning by and exposure to pesticides"	"X48"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Assault by pushing or placing victim before moving object"	"Y02"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"By parent"	"Y07.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"During unspecified surgical and medical care"	"Y60.9"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Sequelae of misadventures to patients during surgical and medical procedures"	"Y88.1"	5	316128839	Unreliable	0.0%
	"2013"	"2013"	"Shigellosis, unspecified"	"A03.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified zoonotic bacterial diseases, not elsewhere classified"	"A28.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other forms of nocardiosis"	"A43.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Haemorrhagic fever with renal syndrome"	"A98.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Varicella pneumonia"	"B01.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hantavirus (cardio)-pulmonary syndrome [HPS][HCPS]"	"B33.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rhinocerebral mucormycosis"	"B46.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chagas' disease"	"B57.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disseminated strongyloidiasis"	"B78.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Lingual tonsil - Malignant neoplasms"	"C02.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vallecula - Malignant neoplasms"	"C10.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Middle third of oesophagus - Malignant neoplasms"	"C15.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of pancreas - Malignant neoplasms"	"C25.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Overlapping lesion of digestive system - Malignant neoplasms"	"C26.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Malignant melanoma of eyelid, including canthus - Malignant neoplasms"	"C43.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mesothelioma of pericardium - Malignant neoplasms"	"C45.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Kaposi's sarcoma of other sites - Malignant neoplasms"	"C46.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Glans penis - Malignant neoplasms"	"C60.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Spermatic cord - Malignant neoplasms"	"C63.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Intra-abdominal lymph nodes - Malignant neoplasms"	"C77.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of small intestine - Malignant neoplasms"	"C78.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of skin - Malignant neoplasms"	"C79.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Secondary malignant neoplasm of adrenal gland - Malignant neoplasms"	"C79.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other Hodgkin's disease - Malignant neoplasms"	"C81.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other leukaemia of unspecified cell type - Malignant neoplasms"	"C95.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Stomach - In situ neoplasms"	"D00.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Carcinoma in situ of breast, unspecified - In situ neoplasms"	"D05.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bladder - In situ neoplasms"	"D09.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Rectum - Benign neoplasms"	"D12.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Extrahepatic bile ducts - Benign neoplasms"	"D13.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Benign lipomatous neoplasm of other sites - Benign neoplasms"	"D17.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Alpha thalassaemia"	"D56.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hereditary spherocytosis"	"D58.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hereditary hypogammaglobulinaemia"	"D80.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified disorders involving the immune mechanism, not elsewhere classified"	"D89.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Congenital hypothyroidism without goitre"	"E03.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Nontoxic multinodular goitre"	"E04.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Non-insulin-dependent diabetes mellitus, with ophthalmic complications"	"E11.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorder of parathyroid gland, unspecified"	"E21.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified endocrine disorders"	"E34.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorders of tyrosine metabolism"	"E70.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disorders of glycine metabolism"	"E72.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Hyperuricaemia without signs of inflammatory arthritis and tophaceous disease"	"E79.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of opioids, withdrawal state"	"F11.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state"	"F13.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Severe depressive episode with psychotic symptoms"	"F32.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Conduct disorder, unspecified"	"F91.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other secondary parkinsonism"	"G21.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Idiopathic familial dystonia"	"G24.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other Alzheimer's disease"	"G30.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Central demyelination of corpus callosum"	"G37.1"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures"	"G40.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other status epilepticus"	"G41.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Vertebro-basilar artery syndrome"	"G45.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified mononeuropathies"	"G58.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Autonomic dysreflexia"	"G90.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Reye's syndrome"	"G93.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Cerebrospinal fluid leak"	"G96.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Degeneration of macula and posterior pole"	"H35.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic adhesive pericarditis"	"I31.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other pulmonary valve disorders"	"I37.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other acute myocarditis"	"I40.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other specified heart block"	"I45.5"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Other diseases of capillaries"	"I78.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Varicose veins of lower extremities with both ulcer and inflammation"	"I83.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Unspecified haemorrhoids with other complications"	"I84.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute pharyngitis, unspecified"	"J02.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute tonsillitis, unspecified"	"J03.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute obstructive laryngitis [croup]"	"J05.0"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Acute bronchiolitis due to other specified organisms"	"J21.8"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Bird fancier's lung"	"J67.2"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Chronic respiratory conditions due to chemicals, gases, fumes and vapours"	"J68.4"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Respiratory conditions due to unspecified external agent"	"J70.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Pleural plaque without asbestos"	"J92.9"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Disturbances of salivary secretion"	"K11.7"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Duodenal ulcer, acute without haemorrhage or perforation"	"K26.3"	4	316128839	Unreliable	0.0%
	"2013"	"2013"	"Polyp of stomach and duodenum"	"K31.7"	4	316128839	Unreliable	0.0%
